4	0.969949	-14.140404
5	4.615089	9.905209
0	-11.122560	13.433948
2	26.946920	6.115022
3	-1.982286	2.047210
1	-3.618008	9.322941
6	-2.955196	15.575715
1	-8.863631	13.954847
1	-6.588371	14.442404
6	-11.268447	11.123778
4	-6.861174	-17.488714
1	-7.930776	8.647951
5	10.116541	11.099806
0	-7.140495	7.773630
1	-8.241985	7.296987
3	-1.116765	0.214899
5	9.249973	6.186595
0	-1.596069	18.603822
5	7.032272	10.296697
0	-9.556259	9.283568
1	-4.292429	10.822749
0	-6.774178	10.370213
2	27.435874	14.292589
6	-12.301478	9.922584
2	33.685633	6.917591
2	23.289058	8.478145
0	-9.334292	16.945520
3	1.932826	1.674892
4	-5.181694	-20.748773
4	-3.808432	-17.688115
3	-1.460703	-1.547326
5	4.417644	8.830820
4	4.135503	-9.547084
6	-10.695053	18.435199
6	-9.375623	11.039976
5	5.547907	4.028939
2	22.988620	13.386989
2	20.944229	12.008573
0	-11.146813	12.211320
6	-7.844804	7.902959
3	6.682066	6.111889
2	22.024330	12.129547
3	5.285180	6.833934
6	-5.806819	15.973800
4	-4.671490	-13.855330
0	-2.146196	12.753650
0	-4.447736	11.498122
1	-8.132726	9.366663
0	-4.789095	14.625356
6	-13.273470	11.720720
4	2.526677	-13.666221
4	-3.967404	-13.559804
0	-7.628280	14.985630
0	-6.014155	14.984808
2	25.371230	14.993747
4	-4.254141	-19.031299
4	-3.330139	-20.213617
5	2.775465	3.432388
4	-0.389001	-14.241924
2	21.107228	13.563475
3	8.237245	0.012949
4	-3.636842	-12.797543
0	-7.525633	8.925037
5	4.322297	8.906610
4	-5.465727	-15.095204
0	-11.100574	11.847021
6	-9.501133	11.932520
3	4.028093	9.185629
2	28.087952	7.594135
0	-2.684207	8.345732
3	0.491971	7.721198
1	-8.526499	8.064394
5	8.813088	8.606103
2	27.826918	13.070710
2	26.289253	11.870404
1	-0.339729	8.358031
0	-1.543701	17.341356
5	9.714310	10.102925
2	25.415136	10.124122
4	-3.550012	-18.389983
6	-14.386026	9.038001
2	24.393971	9.480683
2	24.516581	6.459167
5	9.694813	5.808162
0	-12.265126	8.314837
5	4.584307	10.011919
5	10.418029	7.802095
2	23.283796	13.820146
0	-3.136347	11.472513
1	0.665333	5.585938
1	-5.573940	9.011698
2	27.866730	6.666785
1	-12.280079	12.717216
4	-2.898374	-11.392560
4	4.115394	-11.695699
5	4.705175	9.910303
5	0.206084	8.592754
5	4.914879	17.908099
6	-12.796283	14.467251
4	-1.758178	-13.356236
2	23.755194	9.004224
0	-6.862386	14.290467
3	-1.119966	2.878755
6	-7.285240	8.188191
2	23.840306	11.674327
4	-4.573468	-18.567946
0	-4.621443	9.865195
6	-7.391215	7.549604
2	22.243578	13.845005
0	-7.137367	13.729949
0	-9.953386	13.827835
5	11.160059	9.298645
4	5.608835	-10.490004
1	-10.244132	11.751403
4	-1.185482	-13.206781
6	-10.920686	16.271819
6	-8.785420	13.742661
1	-9.186075	10.822671
3	0.895684	7.312011
3	1.373364	2.264333
2	22.840447	6.898605
4	2.787519	-15.299746
6	-6.342432	14.228816
1	0.230845	10.537690
6	-10.748192	15.728369
4	6.687228	-14.155862
1	-5.543118	11.835091
3	4.876582	5.665571
0	-4.728914	10.921101
1	-8.692996	15.103764
3	-4.491123	8.942551
0	-7.544809	17.306882
1	-3.626022	10.107007
6	-15.808302	16.733637
6	-9.435433	12.412889
6	-10.801741	11.963570
2	22.237586	7.004358
6	-7.896921	18.466774
3	7.123859	9.068448
3	-1.163270	5.788231
2	24.100446	5.789654
1	-7.309837	8.044859
4	-1.812173	-14.378206
1	-10.920281	10.147605
4	-3.570462	-14.771822
6	-12.085958	16.337931
2	27.880567	11.381191
0	-9.469517	13.285637
3	7.232761	1.677918
4	0.126754	-18.804709
4	-0.581536	-10.140538
5	14.011768	15.924281
5	6.180942	7.652732
5	8.804354	7.524808
1	-5.019038	16.023001
3	4.285447	5.881281
0	-4.502345	10.843347
6	-11.786243	9.698783
5	4.675355	10.000724
1	-4.988181	14.550373
4	2.044249	-20.521778
5	12.728341	5.743919
2	19.366311	9.625501
4	0.506818	-15.726566
2	22.495990	11.561205
2	31.220310	14.240867
5	9.427119	8.236894
0	-9.820656	16.297437
4	0.391852	-10.909773
2	23.646210	9.979264
6	-6.530619	16.083510
1	3.478263	10.524021
3	-4.107525	5.706272
2	27.319030	10.270425
5	13.668733	4.457206
0	-7.430325	8.333522
3	1.161258	8.553982
3	2.465772	6.757294
5	6.941573	5.013370
5	3.273376	10.143890
1	-6.742166	6.044684
2	24.853925	10.553985
1	-10.532734	10.797023
4	5.416312	-9.506889
4	-3.577360	-18.005667
4	-1.836249	-10.265832
2	30.180127	8.938690
6	-1.423345	13.844854
0	-6.703767	12.336915
4	-4.836372	-15.122333
5	4.355655	11.179713
2	28.590700	7.334633
3	1.443835	10.697179
5	10.117040	0.508313
2	24.539156	7.401446
2	22.275457	11.913033
6	-12.321176	13.938851
3	5.090494	6.051071
0	-2.125255	15.041131
6	-10.956277	15.464877
6	-8.735223	11.651062
2	22.403601	8.960785
5	9.663947	5.673770
6	-14.611728	8.228494
3	1.693367	6.174060
2	29.247343	12.509181
4	-7.709509	-19.800874
0	-2.495469	12.557269
6	-6.932491	16.060967
1	-9.575605	10.374062
2	17.987932	11.510396
6	-8.377064	8.654679
5	5.866448	4.761193
2	24.558115	8.472028
2	31.023453	10.768736
3	8.804869	11.950103
0	-7.139467	6.545655
6	-10.174852	6.055953
0	-3.944876	18.340749
1	-6.687956	11.089554
5	11.085807	3.895573
6	-11.734653	14.150748
5	5.731772	8.901198
5	5.943203	7.982944
1	-4.181010	9.106924
3	4.713538	3.830342
2	21.188687	15.613057
3	10.521396	1.880004
2	26.230682	10.801074
5	6.624741	8.467716
5	5.921413	11.870914
4	-1.078651	-15.425563
5	7.171560	8.435745
4	-3.607707	-19.497266
4	-0.258958	-18.431800
6	-11.282436	11.955284
5	8.279351	8.799921
1	-8.321308	10.544326
3	1.707385	-1.597521
2	30.828061	11.394815
3	1.285385	6.070159
4	-0.410637	-16.994176
6	-9.973199	13.491820
3	-0.343495	1.632647
3	1.241840	2.208372
2	23.701534	15.883488
0	-10.678482	12.220659
4	-3.048212	-13.843513
4	-2.306202	-12.089489
0	-11.218013	13.599054
3	0.676691	2.277810
5	10.743500	5.533246
3	0.042935	4.016946
4	0.965060	-18.080167
6	-10.590154	11.555701
3	3.513979	5.675531
5	8.876364	4.738225
2	21.854382	10.373643
5	5.009072	2.567945
3	4.462422	3.353003
3	6.201453	6.242077
1	-8.354320	11.483848
1	-6.870964	7.556859
4	-7.629306	-15.059116
2	26.450558	15.979965
1	-9.378939	9.544246
1	-5.492810	12.842222
0	-11.902771	9.510219
6	-7.068223	11.920451
2	21.904562	11.983207
2	23.955629	9.779575
5	2.057769	8.690822
0	-8.786834	8.350098
